title,price,surface,postal_code,city,source,scraped_at,quartier_anonymise,date_anonymisation
T5+ rénové à Saint-Marc,259399,109,29200,Brest,csv_import,2025-08-21T14:07:32.496493,Quartier_46,2025-11-30T14:07:32.496493
T4 moderne à Montferrand,223119,82,63000,Clermont-Ferrand,leboncoin,2025-07-05T14:07:32.496493,Quartier_47,2025-11-30T14:07:32.496493
Duplex calme à Chartrons,232377,41,33000,Bordeaux,csv_import,2025-11-05T14:07:32.496493,Quartier_48,2025-11-30T14:07:32.496493
Loft lumineux à Centre,230268,53,35000,Rennes,insee,2025-09-02T14:07:32.496493,Quartier_49,2025-11-30T14:07:32.496493
Appartement bien situé à Libération,499683,88,06000,Nice,json_import,2025-11-30T14:07:32.496493,Quartier_0,2025-11-30T14:07:32.496493
T1 moderne à Bastille,60046,17,38000,Grenoble,csv_import,2025-08-12T14:07:32.496493,Quartier_1,2025-11-30T14:07:32.496493
T5+ moderne à Valdegour,415917,168,30000,Nîmes,leboncoin,2025-10-09T14:07:32.496493,Quartier_2,2025-11-30T14:07:32.496493
Loft moderne à Centre,454300,76,67000,Strasbourg,csv_import,2025-06-05T14:07:32.496493,Quartier_3,2025-11-30T14:07:32.496493
Loft lumineux à Saint-Germain,1504271,92,75001,Paris,csv_import,2025-10-12T14:07:32.496493,Quartier_4,2025-11-30T14:07:32.496493
T1 rénové à Cours Mirabeau,156555,34,13100,Aix-en-Provence,csv_import,2025-08-18T14:07:32.496493,Quartier_5,2025-11-30T14:07:32.496493
T2 moderne à Louvre,872043,50,75001,Paris,insee,2025-09-20T14:07:32.496493,Quartier_6,2025-11-30T14:07:32.496493
T5+ rénové à Bastide,603639,118,33000,Bordeaux,json_import,2025-07-17T14:07:32.496493,Quartier_7,2025-11-30T14:07:32.496493
Studio lumineux à Saint-Marc,70121,25,29200,Brest,leboncoin,2025-07-30T14:07:32.496493,Quartier_8,2025-11-30T14:07:32.496493
T1 moderne à Minimes,84310,30,31000,Toulouse,csv_import,2025-11-11T14:07:32.496493,Quartier_9,2025-11-30T14:07:32.496493
Studio lumineux à Centre,78638,33,63000,Clermont-Ferrand,seloger,2025-07-22T14:07:32.496493,Quartier_10,2025-11-30T14:07:32.496493
Duplex calme à Centre,241989,66,35000,Rennes,seloger,2025-08-16T14:07:32.496493,Quartier_11,2025-11-30T14:07:32.496493
T1 rénové à Marais,314338,33,75001,Paris,seloger,2025-07-14T14:07:32.496493,Quartier_12,2025-11-30T14:07:32.496493
Maison moderne à Saint-Marc,299540,114,29200,Brest,csv_import,2025-06-04T14:07:32.496493,Quartier_13,2025-11-30T14:07:32.496493
Villa rénové à Yzeure,323191,174,72000,Le Mans,json_import,2025-09-23T14:07:32.496493,Quartier_14,2025-11-30T14:07:32.496493
T5+ moderne à Saint-Marc,320286,140,29200,Brest,insee,2025-10-28T14:07:32.496493,Quartier_15,2025-11-30T14:07:32.496493
Duplex rénové à Valdegour,270712,90,30000,Nîmes,seloger,2025-07-18T14:07:32.496493,Quartier_16,2025-11-30T14:07:32.496493
Loft lumineux à Pointe-Rouge,390317,95,13001,Marseille,insee,2025-08-06T14:07:32.496493,Quartier_17,2025-11-30T14:07:32.496493
T2 rénové à Yzeure,62583,32,72000,Le Mans,seloger,2025-11-01T14:07:32.496493,Quartier_18,2025-11-30T14:07:32.496493
Villa calme à Kerichen,656324,198,29200,Brest,csv_import,2025-11-10T14:07:32.496493,Quartier_19,2025-11-30T14:07:32.496493
T4 rénové à Centre,335720,85,67000,Strasbourg,insee,2025-09-11T14:07:32.496493,Quartier_20,2025-11-30T14:07:32.496493
Maison rénové à Saint-Marc,556050,159,29200,Brest,insee,2025-11-27T14:07:32.496493,Quartier_21,2025-11-30T14:07:32.496493
Duplex moderne à Vieux-Lille,202072,51,59000,Lille,insee,2025-06-11T14:07:32.496493,Quartier_22,2025-11-30T14:07:32.496493
T4 lumineux à Esquermes,282015,72,59000,Lille,seloger,2025-06-04T14:07:32.496493,Quartier_23,2025-11-30T14:07:32.496493
Duplex lumineux à Grie,44155,20,72000,Le Mans,insee,2025-10-08T14:07:32.496493,Quartier_24,2025-11-30T14:07:32.496493
Appartement lumineux à Centre-ville,169087,64,29200,Brest,json_import,2025-10-30T14:07:32.496493,Quartier_25,2025-11-30T14:07:32.496493
Loft bien situé à Antigone,314654,93,34000,Montpellier,insee,2025-10-04T14:07:32.496493,Quartier_26,2025-11-30T14:07:32.496493
T1 rénové à Jacobins,42445,16,72000,Le Mans,insee,2025-11-21T14:07:32.496493,Quartier_27,2025-11-30T14:07:32.496493
Duplex lumineux à Trefilerie,88976,48,42000,Saint-Étienne,csv_import,2025-09-07T14:07:32.496493,Quartier_28,2025-11-30T14:07:32.496493
T2 lumineux à Part-Dieu,133394,38,69001,Lyon,insee,2025-07-16T14:07:32.496493,Quartier_29,2025-11-30T14:07:32.496493
T4 bien situé à Wazemmes,226961,72,59000,Lille,insee,2025-11-24T14:07:32.496493,Quartier_30,2025-11-30T14:07:32.496493
Maison lumineux à Part-Dieu,750013,188,69001,Lyon,json_import,2025-09-08T14:07:32.496493,Quartier_31,2025-11-30T14:07:32.496493
T5+ moderne à Esquermes,545074,147,59000,Lille,seloger,2025-10-12T14:07:32.496493,Quartier_32,2025-11-30T14:07:32.496493
Villa lumineux à Marais,1693739,178,75001,Paris,insee,2025-08-06T14:07:32.496493,Quartier_33,2025-11-30T14:07:32.496493
T3 lumineux à Dervallières,240710,70,44000,Nantes,seloger,2025-08-18T14:07:32.496493,Quartier_34,2025-11-30T14:07:32.496493
T5+ lumineux à Faubourg North,267067,90,21000,Dijon,seloger,2025-10-26T14:07:32.496493,Quartier_35,2025-11-30T14:07:32.496493
Maison bien situé à Lac de Maine,365646,135,49000,Angers,leboncoin,2025-10-06T14:07:32.496493,Quartier_36,2025-11-30T14:07:32.496493
Appartement calme à Jardin Lecoq,112520,54,63000,Clermont-Ferrand,json_import,2025-10-04T14:07:32.496493,Quartier_37,2025-11-30T14:07:32.496493
T5+ rénové à Graslin,587344,158,44000,Nantes,leboncoin,2025-09-26T14:07:32.496493,Quartier_38,2025-11-30T14:07:32.496493
Villa calme à Marais,1154876,129,75001,Paris,json_import,2025-10-10T14:07:32.496493,Quartier_39,2025-11-30T14:07:32.496493
Villa rénové à Saint-Laurent,211024,81,38000,Grenoble,insee,2025-11-05T14:07:32.496493,Quartier_40,2025-11-30T14:07:32.496493
Loft rénové à Croix-Rousse,333458,95,69001,Lyon,leboncoin,2025-09-03T14:07:32.496493,Quartier_41,2025-11-30T14:07:32.496493
Maison lumineux à Belle-Beille,263987,98,49000,Angers,insee,2025-09-10T14:07:32.496493,Quartier_42,2025-11-30T14:07:32.496493
Appartement rénové à Champratel,114632,59,63000,Clermont-Ferrand,insee,2025-08-04T14:07:32.496493,Quartier_43,2025-11-30T14:07:32.496493
Loft rénové à Grie,134411,54,72000,Le Mans,seloger,2025-11-18T14:07:32.496493,Quartier_44,2025-11-30T14:07:32.496493
T4 rénové à Saint-Cyprien,398596,86,31000,Toulouse,csv_import,2025-09-23T14:07:32.496493,Quartier_45,2025-11-30T14:07:32.496493
Duplex lumineux à Centre-ville,69809,25,30000,Nîmes,csv_import,2025-11-21T14:07:32.496493,Quartier_46,2025-11-30T14:07:32.496493
T4 calme à Grie,195579,77,72000,Le Mans,leboncoin,2025-11-14T14:07:32.496493,Quartier_47,2025-11-30T14:07:32.496493
Loft bien situé à Saint-Cyprien,119482,36,31000,Toulouse,csv_import,2025-07-25T14:07:32.496493,Quartier_48,2025-11-30T14:07:32.496493
Maison calme à Antigone,556367,173,34000,Montpellier,csv_import,2025-10-29T14:07:32.496493,Quartier_49,2025-11-30T14:07:32.496493
T3 bien situé à Ecusson,245825,51,34000,Montpellier,insee,2025-08-23T14:07:32.496493,Quartier_0,2025-11-30T14:07:32.496493
Appartement rénové à Saint-Michel,137287,25,33000,Bordeaux,leboncoin,2025-06-09T14:07:32.496493,Quartier_1,2025-11-30T14:07:32.496493
Maison moderne à Ecusson,309095,100,34000,Montpellier,json_import,2025-07-24T14:07:32.496493,Quartier_2,2025-11-30T14:07:32.496493
T2 moderne à Montchapet,128456,35,21000,Dijon,insee,2025-06-23T14:07:32.496493,Quartier_3,2025-11-30T14:07:32.496493
T3 moderne à Wazemmes,183389,57,59000,Lille,seloger,2025-09-01T14:07:32.496493,Quartier_4,2025-11-30T14:07:32.496493
Studio calme à Centre-ville,48560,16,29200,Brest,insee,2025-08-24T14:07:32.496493,Quartier_5,2025-11-30T14:07:32.496493
Studio bien situé à Bouffay,64589,16,44000,Nantes,seloger,2025-08-02T14:07:32.496493,Quartier_6,2025-11-30T14:07:32.496493
Maison bien situé à Pointe-Rouge,658239,158,13001,Marseille,csv_import,2025-06-24T14:07:32.496493,Quartier_7,2025-11-30T14:07:32.496493
Duplex moderne à Marsannay,79444,30,21000,Dijon,insee,2025-06-19T14:07:32.496493,Quartier_8,2025-11-30T14:07:32.496493
Loft rénové à Yzeure,68602,41,72000,Le Mans,insee,2025-07-04T14:07:32.496493,Quartier_9,2025-11-30T14:07:32.496493
Studio moderne à Neustadt,61178,15,67000,Strasbourg,insee,2025-11-19T14:07:32.496493,Quartier_10,2025-11-30T14:07:32.496493
T2 calme à Centre-ville,94020,46,29200,Brest,leboncoin,2025-10-22T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
Duplex moderne à Faubourg North,103184,36,21000,Dijon,insee,2025-11-07T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
Loft lumineux à Graslin,174349,43,44000,Nantes,seloger,2025-08-01T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
T1 calme à Chartrons,74249,19,33000,Bordeaux,seloger,2025-10-13T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
T4 calme à Ecusson,405320,82,34000,Montpellier,insee,2025-07-30T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
T3 bien situé à Centre,159282,61,49000,Angers,insee,2025-09-20T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
T4 moderne à Libération,294607,83,06000,Nice,leboncoin,2025-10-06T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
T1 lumineux à Montmartre,488521,31,75001,Paris,leboncoin,2025-09-05T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Studio rénové à Saint-Cyprien,87962,20,31000,Toulouse,leboncoin,2025-07-25T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
Appartement bien situé à Garrigues,103931,49,30000,Nîmes,leboncoin,2025-07-29T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
Duplex calme à Trefilerie,176877,98,42000,Saint-Étienne,insee,2025-11-05T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
T5+ lumineux à Ecusson,449794,97,34000,Montpellier,leboncoin,2025-10-24T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
Villa moderne à Carmes,595873,183,31000,Toulouse,json_import,2025-09-29T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
Loft rénové à Champratel,54704,30,63000,Clermont-Ferrand,seloger,2025-07-06T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
T2 moderne à Montmartre,446484,30,75001,Paris,insee,2025-06-19T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Studio moderne à Esquermes,112131,32,59000,Lille,seloger,2025-08-31T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
T4 moderne à Louvre,1005358,79,75001,Paris,csv_import,2025-09-05T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Maison bien situé à Centre,289762,109,63000,Clermont-Ferrand,leboncoin,2025-08-06T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
Maison moderne à Antigone,695141,169,34000,Montpellier,json_import,2025-09-23T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
T1 calme à Le Corbusier,66997,27,42000,Saint-Étienne,csv_import,2025-08-27T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Maison bien situé à Saint-Michel,600247,113,33000,Bordeaux,seloger,2025-06-24T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
Loft moderne à Bastide,263005,66,33000,Bordeaux,csv_import,2025-07-08T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
Maison moderne à Centre-ville,644098,137,33000,Bordeaux,json_import,2025-10-17T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
T2 bien situé à Panier,164691,50,13001,Marseille,csv_import,2025-10-02T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
Studio rénové à Le Corbusier,63430,24,42000,Saint-Étienne,csv_import,2025-10-12T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
T1 lumineux à Croix-Rousse,138182,24,69001,Lyon,leboncoin,2025-06-30T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
T3 rénové à Endoume,215928,54,13001,Marseille,seloger,2025-08-24T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
Maison moderne à Graslin,559018,169,44000,Nantes,json_import,2025-10-23T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
Appartement moderne à Saint-Laurent,96345,24,38000,Grenoble,json_import,2025-08-29T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
T3 calme à Centre,176850,60,72000,Le Mans,leboncoin,2025-09-26T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
Duplex rénové à Champratel,177574,94,63000,Clermont-Ferrand,insee,2025-08-22T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
T4 moderne à Lac de Maine,188816,74,49000,Angers,insee,2025-06-15T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Maison bien situé à Vieux-Nice,702954,160,06000,Nice,insee,2025-07-08T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T4 bien situé à Centre,368886,76,38000,Grenoble,leboncoin,2025-10-13T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
T3 bien situé à Jas de Bouffan,261689,54,13100,Aix-en-Provence,leboncoin,2025-09-22T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
Appartement moderne à Écusson,143637,54,30000,Nîmes,csv_import,2025-09-14T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
T1 lumineux à Saint-Michel,101958,30,33000,Bordeaux,insee,2025-06-19T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
T4 moderne à Yzeure,137371,60,72000,Le Mans,json_import,2025-07-23T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
Loft calme à Marsannay,215748,73,21000,Dijon,insee,2025-08-16T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
Maison calme à Chartrons,912087,177,33000,Bordeaux,seloger,2025-10-22T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
Villa bien situé à Graslin,666215,195,44000,Nantes,seloger,2025-10-06T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
Appartement calme à Centre,187337,41,35000,Rennes,csv_import,2025-09-20T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
Duplex calme à Mistral,187444,78,38000,Grenoble,seloger,2025-09-27T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
T3 bien situé à Lac de Maine,148324,63,49000,Angers,json_import,2025-07-02T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
T4 calme à Chartrons,247353,62,33000,Bordeaux,csv_import,2025-06-22T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
T2 calme à Fourvière,275499,43,69001,Lyon,leboncoin,2025-06-16T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
Villa rénové à Dervallières,837538,191,44000,Nantes,insee,2025-11-05T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
Duplex bien situé à Presqu'île,198542,46,69001,Lyon,csv_import,2025-11-03T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
T5+ calme à Madeleine,723098,172,44000,Nantes,leboncoin,2025-08-31T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T1 rénové à Écusson,43694,20,30000,Nîmes,json_import,2025-07-21T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
Studio calme à Carmes,38057,15,31000,Toulouse,csv_import,2025-06-06T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
T1 rénové à Centre-ville,58014,18,29200,Brest,insee,2025-11-29T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
T2 lumineux à Villeboeuf,67293,32,42000,Saint-Étienne,leboncoin,2025-08-28T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Duplex rénové à Minimes,264275,79,31000,Toulouse,json_import,2025-11-24T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
T2 calme à Port Marianne,100759,33,34000,Montpellier,insee,2025-07-24T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
Appartement rénové à Bastille,139586,49,38000,Grenoble,seloger,2025-10-16T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
Studio lumineux à Centre-ville,114943,23,33000,Bordeaux,leboncoin,2025-08-25T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
Villa bien situé à Centre,417732,170,42000,Saint-Étienne,seloger,2025-09-26T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Studio lumineux à Centre-ville,89079,31,30000,Nîmes,leboncoin,2025-07-29T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
T4 lumineux à Cleunay,250074,69,35000,Rennes,csv_import,2025-06-29T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
T5+ lumineux à Kerichen,317030,117,29200,Brest,leboncoin,2025-08-25T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
Studio rénové à Fives,81377,29,59000,Lille,leboncoin,2025-09-26T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T1 rénové à Kerichen,108270,35,29200,Brest,csv_import,2025-09-27T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
T2 calme à Centre,176607,40,35000,Rennes,csv_import,2025-10-26T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
Appartement calme à Villeboeuf,143788,88,42000,Saint-Étienne,csv_import,2025-09-12T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Appartement lumineux à Carmes,252796,88,31000,Toulouse,json_import,2025-06-08T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
Duplex bien situé à Valdegour,237732,77,30000,Nîmes,csv_import,2025-09-10T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Duplex lumineux à Panier,209243,58,13001,Marseille,insee,2025-06-17T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
T5+ calme à Madeleine,439508,121,44000,Nantes,leboncoin,2025-10-18T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
T1 lumineux à Le Corbusier,65484,35,42000,Saint-Étienne,leboncoin,2025-08-03T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Appartement lumineux à Marais,420366,46,75001,Paris,leboncoin,2025-08-10T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T2 moderne à Brazais,123943,33,35000,Rennes,seloger,2025-09-08T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
Loft lumineux à Saint-Marc,99928,40,29200,Brest,leboncoin,2025-08-17T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Studio moderne à Jardin Lecoq,61761,31,63000,Clermont-Ferrand,csv_import,2025-11-13T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
Duplex rénové à Centre-ville,576946,97,33000,Bordeaux,seloger,2025-08-17T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
Appartement moderne à Jardin Lecoq,109531,59,63000,Clermont-Ferrand,insee,2025-10-16T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
Duplex calme à Centre,384721,77,38000,Grenoble,insee,2025-10-01T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
T2 bien situé à Yzeure,76518,31,72000,Le Mans,seloger,2025-06-07T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
T3 rénové à Cleunay,194925,58,35000,Rennes,csv_import,2025-11-27T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
Studio calme à Trefilerie,72709,32,42000,Saint-Étienne,json_import,2025-10-19T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
Appartement rénové à Ecusson,127842,28,34000,Montpellier,json_import,2025-06-15T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
Villa moderne à Antigone,825213,157,34000,Montpellier,json_import,2025-11-21T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Maison calme à Marais,1337156,122,75001,Paris,seloger,2025-10-14T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
Villa moderne à Wazemmes,390495,133,59000,Lille,json_import,2025-08-13T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
T3 moderne à Minimes,181273,46,31000,Toulouse,leboncoin,2025-10-08T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
Studio calme à Saint-Germain,324954,35,75001,Paris,seloger,2025-07-29T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
Loft bien situé à Villeboeuf,105534,64,42000,Saint-Étienne,seloger,2025-09-22T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
Appartement bien situé à Endoume,68712,24,13001,Marseille,csv_import,2025-11-10T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
T5+ calme à Centre,634122,121,35000,Rennes,json_import,2025-09-26T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
Maison rénové à Yzeure,316467,142,72000,Le Mans,csv_import,2025-10-25T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
Villa lumineux à Jardin Lecoq,445399,186,63000,Clermont-Ferrand,json_import,2025-10-19T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
T3 lumineux à Villeboeuf,161897,60,42000,Saint-Étienne,json_import,2025-11-04T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
